Tên cơ sở,Địa chỉ,Số phòng,Điện thoại,Cơ quan nhà nước quản lý,Email,Website,Giá,Fax
Khách sạn nghỉ dưỡng Vinpearl & Golf Nam Hội An,"Đường Ven biển 129, Xã Bình Minh, Huyện Thăng Bình, Quảng Nam",561,0235 3676 888,Có,info.VPRGNHA@vinpearl.com,https://vinpearl.com/vi/hotels/vinpearl-resort-golf-nam-hoi-an,7.300.000 - 58.500.000,
Khách sạn Mỹ Lệ,"Số 4 Nguyễn Huệ, Phường Thác Mơ, Thị xã Phước Long, Bình Phước",60,0271 3780 780,Có,info@myletourism.com,,,0271 3780 781
Khách sạn Trung Tâm,"01 Lê Lợi, Phường Chánh Lộ, Thành phố Quảng Ngãi, Quảng Ngãi",90,"0255 3829 999, 091 538 14 14",Có,sales@centralhotel.com.vn,www.centralhotel.com.vn,500.000 - 1.400.000,0255 3822 460
Khách sạn nghỉ dưỡng Lasiesta Hội An,"132 Hùng Vương, Phường Thanh Hà, Thành phố Hội An, Quảng Nam",107,0235 3915 912/ 3915 913,Có,info@lasiestaresorts.com,www.lasiestaresorts.com,,
Khách sạn Novotel Thái Hà,"02 Thái Hà, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội",343,024 3857 5588,Có,H9692@accor.com,https://all.accor.com/hotel/9692/index.en.shtml,,024 3857 5588
Khu căn hộ du lịch Vinpearl Condotel Riverfront Danang,"341 Trần Hưng Đạo, Phường An Hải Bắc, Quận Sơn Trà, Thành phố Đà Nẵng",864,0236 3642 888,Có,Info.VPCORFDN@vinpearl.com,https://vinpearl.com/vi/hotels/vinpearl-condotel-riverfront-da-nang,,0236 3642 889
Khách sạn Ban Mai,"49 Lê Duẩn, Phường Tân Phú, Thị xã Đồng Xoài, Bình Phước",10,0271 3888 996,Có,,,,
Khách sạn nghỉ dưỡng Belle Maison Hadana Hội An,"538 Cửa Đại, Phường Cẩm Châu, Thành phố Hội An, Quảng Nam",94,0235 3757 666,Có,info@bellemaisonhadana.com,www.bellemaisonhadana.com,,
Khách sạn Sài Gòn Phú Thọ,"Số 17A đường Trần Phú, Phường Gia Cẩm, Thành phố Việt Trì, Phú Thọ",110,0210 2221 999,Có,info@saigonphuthohotel.com,saigonphuthohotel.com,,0210 2493 883
Khách sạn nghỉ dưỡng Four Seasons (The Nam Hải),"Thôn 1 Khối Hà My Đông B, Phường Điện Dương, Thị xã Điện Bàn, Quảng Nam",152,0235 3940 000/ 3959 879,Có,reservations.hoian@fourseasons.com,www.fourseasons.com/hoian,15.663.000 - 104.987.000,
Khách sạn Du Parc Đà Lạt,"15 Trần Phú, Phường 3, Thành phố Đà Lạt, Lâm Đồng",140,0263 3825 777,Có,duparc.reservations@royaldl.com,http://duparchoteldalat.com/,1.950.000 - 3.150.000,0263 3825 888
Khách sạn Rosamia,"282 Võ Nguyên Giáp, Phường Mỹ An, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",208,0236 3954 999,Có,info@rosamiahotel.com,https://rosamiahotel.com,,
Khách sạn Ana Mandara Villas Đà Lạt,"Lê Lai, Phường 5, Thành phố Đà Lạt, Lâm Đồng",80,0263 3555 888,Có,reservation@anamandara-resort.com,www.anamandara-resort.com,3.900.000 - 5.750.000,
Khách sạn Bảo Minh Radiant,"Lô 7-11, LK4-4, Khu Đa Giác 4, Phường Hùng Thắng, Thành phố Hạ Long, Quảng Ninh",135,0203 3512 512,Có,baominhhotel2019@gmail.com,http://baominhradianthotel.com.vn/,,
Khách sạn Chicland,"210 Võ Nguyên Giáp, Phường Phước Mỹ, Quận Sơn Trà, Thành phố Đà Nẵng",150,0236 2232 222,Có,hotel@chicland.vn,https://www.chiclandhotel.com,,
Khách sạn nghỉ dưỡng Famiana,"Đường Trần Hưng Đạo, Ấp Cửa Lấp, Xã Dương Tơ, Thành phố Phú Quốc, Kiên Giang",100,0297 3993 026/ 3983 366,Có,info@famianaresort.com,www.famianaresort.com,,0297 3983 355
Khách sạn Stella Maris Nha Trang,"57 Tuệ Tĩnh, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",98,0258 3528 518,Có,sales@stellamarisnhatranghotel.com,www.stellamarisnhatranghotel.com,2.100.000 - 4.500.000,0258 3528 518
Khách sạn Đà Lạt Palace Heritage,"02 Trần Phú, Phường 3, Thành phố Đà Lạt, Lâm Đồng",73,0263 3825 444,Có,palace.reservations@royaldl.com,www.dalatpalacehotel.com,7.300.000 - 11.600.000,0263 3825 666
Khách sạn Liberty Central Saigon Citypoint,"59 Pasteur, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",171,028 3822 5678,Có,frontdesk.lcp@libertyhotels.com.vn,www.libertycentralsaigoncitypoint.com,,
Khách sạn Saigon Prince,"63 Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",191,028 3822 2999,Có,info@saigonprincehotel.com,www.saigonprincehotel.com,,
Khách sạn Liberty Central Saigon Centre,"179 Lê Thánh Tôn, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",140,028 3823 9269,Có,frontdesk.lcc@libertyhotels.com.vn,https://www.libertycentralsaigoncentre.com/,,
Khách sạn nghỉ dưỡng Hòa Bình - Phú Quốc,"71 Trần Hưng Đạo, Khu phố 7, Phường Dương Đông, Thành phố Phú Quốc, Kiên Giang",145,0297 3996 868,Có,info@hoabinhphuquoc.com.vn,http://hoabinhphuquoc.com.vn/,,0297 3995 789
Khách sạn Toàn Thắng Stone,"Đại lộ Lê Nin, Phường Hưng Dũng, Thành phố Vinh, Nghệ An",90,0238 3695 888/ 6292 626,Có,sale@toanthangstonehotel.com,http://toanthangstonehotel.com/,,
Khách sạn Equatorial Hồ Chí Minh,"242 Trần Bình Trọng , Phường 04, Quận 5, Thành phố Hồ Chí Minh",333,028 3839 7777,Có,info@hcm.equatorial.com,https://hochiminhcity.equatorial.com/,6.300.000 - 25.200.000,028 3839 0011
Khách sạn New World Saigon,"76 Lê Lai, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",552,028 3822 8888,Có,reservations.saigon@newworldhotels.com,www.newworldhotels.com,3.977.000 - 38.700.000,028 3823 0710
Khách sạn Crystal Palace,"Lô C17-1-2 Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh",80,028 5411 1789,Có,crystalpalace@merperle.vn,http://www.crystalpalace.com.vn/,,
Khách sạn Mường Thanh Diễn Châu,"Khối 4, Thị trấn Diễn Châu, Huyện Diễn Châu, Nghệ An",93,0238 3601 666,Có,info@dienchau.muongthanh.vn,www.dienchau.muongthanh.com,,0238 3601 789
Khách sạn Pistachio Sa Pa,"Số 29 đường Thác Bạc, Phường Sa Pa, Thị xã Sa Pa, Lào Cai",95,0214 3566 666,Có,rsv@pistachiohotel.com,https://pistachiohotel.com,,
Khu căn hộ Du Lịch Altara Suites Đà Nẵng,"120 Võ Nguyên Giáp, Phường Phước Mỹ, Quận Sơn Trà, Thành phố Đà Nẵng",151,0236 2687 979,Có,info@altarasuites.com,https://altarasuites.com,,
Khách sạn Đức Huy Grand,"Số 72-74 đại lộ Trần Hưng Đạo, Phường Bắc Cường, Thành phố Lào Cai, Lào Cai",87,084 688 06 33,Có,Duchuygrandhotel@Gmail.Com,https://duchuygrandhotel.com/,,0214 3833 229
Khách sạn Pullman Saigon Centre,"148 Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh",330,028 3838 8686,Có,h7489@accor.com,www.pullman-saigon-centre.com,,028 3838 8627
Khách sạn Palace Sài Gòn,"56-66 Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",150,028 3829 2860,Có,info@palacesaigon.com,www.palacesaigon.com,,028 3824 4229
Khách sạn The Myst Đồng Khởi,"06-08 Hồ Huấn Nghiệp, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",108,028 3520 3040,Có,info@themystdongkhoihotel.com,www.themystdongkhoihotel.com,,
Khách sạn Le Meridien Saigon,"3C Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",350,028 6263 6688,Có,lemeridien.saigon@lemeridien.com,www.lemeridiensaigon.com,6.450.000 - 49.450.000,028 3823 1906
Biệt thự Bảo Đại,"Khu du lịch Đồ Sơn II , Phường Vạn Hương, Quận Đồ Sơn, Thành phố Hải Phòng",15,0225 3461 330,Có,congtycpdldoson@gmail.com,http://dosontourism.com/,,0225 3861 186
Khách sạn Mường Thanh Luxury Sơn La,"Số 2 đường Tô Hiệu, Phường Tô Hiệu, Thành phố Sơn La, Sơn La",154,0212 3906 666,Có,info@sonla.muongthanh.vn,luxurysonla.muongthanh.com,,
Khách sạn Nikko Hải Phòng,"Số 1 đường số 1, khu đô thị ven sông Lạch Tray, Phường Vĩnh Niệm, Quận Lê Chân, Thành phố Hải Phòng",250,0225 3265 666,Có,reservation@hotelnikkohaiphong.com.vn,https://www.hotelnikkohaiphong.com.vn/,,0225 326 5665
Khách sạn The Shine,"Số 01 lô 22A, Khu đô thị mới Ngã 5 – Sân bay Cát Bi, đường Lê Hồng Phong, Phường Đông Khê, Quận Ngô Quyền, Thành phố Hải Phòng",137,0225 2698 888,Có,info@theshinehotel.vn,https://theshinehotel.vn/,,
Khách sạn nghỉ dưỡng Perle d’Orient Cát Bà,"Bãi biển Cát Cò 3, Thị trấn Cát Bà, Huyện Cát Hải, Thành phố Hải Phòng",121,0225 3887 360,Có,HB435@accor.com,https://www.hotelperledorient.com,,0225 3887 366
Khách sạn Caravelle Saigon,"19-23 Công trường Lam Sơn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",335,028 3823 4999,Có,hotel@caravellehotel.com,www.caravellehotel.com,6.900.000 - 21.900.000,
Khách sạn Mercure Hải Phòng,"Số 12 Lạch Tray, Phường Lạch Tray, Quận Ngô Quyền, Thành phố Hải Phòng",233,0225 3240 999,Có,H9183-RE@accor.com,https://www.mercurehaiphong.com,,0225 3240 998
Khách sạn Đệ Nhất,"18 Hoàng Việt, Phường 04, Quận Tân Bình, Thành phố Hồ Chí Minh",152,028 3844 1199/ 3844 1175/ 3844 1167,Có,sales@firsthotel.com.vn,www.firsthotel.com.vn,2.600.000 - 4.000.000,
Khách sạn Tân Sơn Nhất,"200-202 Hoàng Văn Thụ, Phường 09, Quận Phú Nhuận, Thành phố Hồ Chí Minh",208,028 3844 1039/ 3844 1079,Có,tansonnhathotel@hcm.vnn.vn,http://tansonnhathotelgroup.com/,,028 3844 1234/ 3844 0517
Khách sạn Rex SaiGon,"141 Nguyễn Huệ, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh",286,028 3829 2185/ 3829 3115,Có,rexhotel@rex.com.vn,www.rexhotelsaigon.com,,028 3829 6536
Khách sạn Grand Saigon,"8 Đồng Khởi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",251,028 3915 5555,Có,info@hotelgrandsaigon.com,https://www.hotelgrandsaigon.com/,5.500.000 - 10.000.000,028 3827 3047
Khách sạn Majestic,"1 Đồng Khởi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",175,028 3829 5517,Có,majestic@majetsticsaigon.com,www.majesticsaigon.com,5.500.000 - 17.000.000,028 3829 5510
Khách sạn Colline,"Số 10 Phan Bội Châu, Phường 1, Thành phố Đà Lạt, Lâm Đồng",150,0263  3665 588,Có,info@hotelcolline.com,https://hotelcolline.com,,
Căn hộ du lịch Vinpearl Condotel Empire Nha Trang,"44-46 Lê Thánh Tôn, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",1221,0258 3599 888,Có,res.VPCOEPNT@vinpearl.com,https://www.vinpearl.com/vi/hotels/vinpearl-condotel-empire-nha-trang,,
Khách sạn King Town Grand,"Lô 4, 5, 6 Phạm Văn Đồng, Phường Vĩnh Hòa, Thành phố Nha Trang, Khánh Hòa",201,0258 3550 551,Có,info@kingtownhotel.com.vn,https://kingtownhotel.com.vn/,,
Khách sạn Redsun Nha Trang,"96B Trần Phú, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",145,0258 3524 135,Có,sm@redsunnhatranghotel.com,http://red-sun.nhatrang-hotels.com/,,0258 3524 123
Khách sạn Nagar Nha Trang,"11 Quân Trấn, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",171,0258 3877 888,Có,dosm@nagarhotel.com,http://www.nagarhotel.com/,,
Khách sạn Le More,"33A Tô Hiến Thành, Phường Tân Lập, Thành phố Nha Trang, Khánh Hòa",160,0258 3909 789,Có,info@lemorehotels.com,http://lemorehotels.com/,,
Khách sạn Joy Trip,"60-61 Phạm Văn Đồng, Phường Vĩnh Hòa, Thành phố Nha Trang, Khánh Hòa",89,0258 3552 555,Có,hrm@joytriphotel.com,https://joytriphotel.com/,,
Khách sạn Shilla Monogram Quangnam Danang,"Đường Lạc Long Quân, Phường Điện Ngọc, Thị xã Điện Bàn, Quảng Nam",309,0235 6250 088,Có,info@danang.shillamonogram.com,https://www.shillamonogram.com/dnmg/index.do,,
Khu nghỉ dưỡng Alma,"Đường Nguyễn Tất Thành, Xã Cam Hải Đông, Huyện Cam Lâm, Khánh Hòa",580,0258 3991 666,Có,info@alma-resort.com,https://www.alma-resort.com/,,
Khách sạn nghỉ dưỡng Mövenpick Cam Ranh,"ABC Lô D12 đường Nguyễn Tất Thành, Xã Cam Hải Đông, Huyện Cam Lâm, Khánh Hòa",250,0258 3985 999,Có,resort.camranh.reservation@movenpick.com,http://www.movenpickcamranh.com/,,0258 3985 777
Khách sạn Boton Blue,"Số 6 Phạm Văn Đồng, Phường Vĩnh Phước, Thành phố Nha Trang, Khánh Hòa",172,0258 3836 868,Có,info@botonblue.com,https://royalbeachbotonblue.com/vi,,
Khách sạn nghỉ dưỡng Radisson Blu Cam Ranh,"D12 khu A, Nguyễn Tất Thành, Xã Cam Hải Đông, Huyện Cam Lâm, Khánh Hòa",292,0258 3993 666,Có,info-radissonblucamranh@radisson.com,https://www.radissonhotels.com/,,0258 3993 777
Khách sạn Daphovina,"32 Bắc Sơn, Phường Vĩnh Hải, Thành phố Nha Trang, Khánh Hòa",135,0258 3838 222,Có,info@daphovinahotel.com,https://daphovinahotel.com/,,
Khách sạn Rigel Nha Trang,"86/04 Trần Phú, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",188,0258 3888 666,Có,info@rigelhotel.com,http://www.rigelhotel.com/,,0258 3569 866
Căn hộ du lịch Ariyana SmartCondotel Nha Trang,"18 Trần Hưng Đạo, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",394,0258 3552 888/ 3552 999,Có,reservation.nha@smartcondotel.com,https://smartcondotel.com/,,
Khách sạn Paracel Đà Nẵng,"204 Võ Nguyên Giáp, Phường Phước Mỹ, Quận Sơn Trà, Thành phố Đà Nẵng",165,0236 3966 789,Có,info@paracelhotel.com,https://www.paracelhotel.com/,,0236  3966 789
Khách sạn nghỉ dưỡng Swandor,"Km 11 đường Nguyễn Tất Thành, Xã Cam Hải Đông, Huyện Cam Lâm, Khánh Hòa",589,0258 3988 000,Có,info.camranh@swandorhotels.com,https://swandorhotels.com/en/hotels/swandor-cam-rahn,,0258 3988 001
Khách sạn nghỉ dưỡng biển Cam Ranh Riviera,"Lô D4b, KDL Bắc bán đảo Cam Ranh, Xã Cam Hải Đông, Huyện Cam Lâm, Khánh Hòa",226,0258 3989 898,Có,info@rivieraresortspa.com reservations@rivieraresortspa.com,http://rivieraresortspa.com/,,0258 3989 899
Khách sạn Libra,"04 Hùng Vương, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",387,0258 3529 388/ 3550 888,Có,info@libranhatranghotel.com,https://libranhatranghotel.com/,,
Khách sạn Vesna,"100/6A Trần Phú, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",354,0258 3885 858,Có,info@vesnahotel.com,https://vesnahotel.com/,,
Khách sạn Imperial Nha Trang,"20 Trần Phú, Phường Vĩnh Nguyên, Thành phố Nha Trang, Khánh Hòa",145,0258 3736 688,Có,info@imperialnhatranghotel.com,https://www.imperialnhatranghotel.com/,,0258 3736 788
Vinpearl Discovery Greenhill Phú Quốc,"Khu Bãi Dài, Xã Gành Dầu, Thành phố Phú Quốc, Kiên Giang",332,0297 3776 555,Có,info.VPDS3PQ@vinpearl.com,https://www.vinpearl.com/vi/hotels/vinpearl-discovery-greenhill-phu-quoc,,
Khách sạn Phú Quốc Ocean Pearl,"99 đường Trần Hưng Đạo, khu phố 7, Phường Dương Đông, Thành phố Phú Quốc, Kiên Giang",169,0297 3555 599,Có,reservation@phuquococeanpearlhotel.com,http://www.phuquococeanpearlhotel.com/,,0297 3566 699
Khách sạn Mường Thanh Luxury Viễn Triều,"Khu Bãi Dương, Đường Hòn Chồng, Phường Vĩnh Phước, Thành phố Nha Trang, Khánh Hòa",,0258 3546 888,Có,sales@vientrieu.muongthanh.vn,http://luxuryvientrieu.muongthanh.com/,,0258 3546 999
Khách sạn Regalia Gold,"39-41 Nguyễn Thị Minh Khai, Phường Tân Lập, Thành phố Nha Trang, Khánh Hòa",881,0258 3599 999,Có,info@regaliagoldhotel.com,https://regaliagoldhotel.com/,,0258 6285 555
Khách sạn nghỉ dưỡng Maison Du Vietnam,"Tổ 12, ấp Bến Tràm, Xã Cửa Dương, Thành phố Phú Quốc, Kiên Giang",90,"0297 2462 888, 090 909 09 58",Có,booking@maisonduvietnam.vn,https://maisonduvietnam.vn,,
Khu nghỉ dưỡng Premier Village Phú Quốc,"Mũi Ông Đội, Phường An Thới, Thành phố Phú Quốc, Kiên Giang",400,0297 3546 666/ 3927 777,Có,HB2R4@accor.com,https://www.premiervillage-phuquoc.com/,,0297 3546 667
Khách sạn nghỉ dưỡng Vinpearl Discovery Coastalland Phú Quốc,"Khu Bãi Dài, Xã Gành Dầu, Thành phố Phú Quốc, Kiên Giang",340,0297 3550 550,Có,v.info-VPDS2PQ@vinpearl.com,https://www.vinpearl.com/vi/hotels/vinpearl-discovery-coastalland-phu-quoc,,
Khách sạn nghỉ dưỡng Premier Residences Phu Quoc Emerald Bay,"Bãi Khem, Phường An Thới, Thành phố Phú Quốc, Kiên Giang",745,0297 3927 777,Có,HB2Q9-RE1@accor.com,https://premierresidencesphuquoc.com/,,0297 3927 778
Khách sạn nghỉ dưỡng Vinpearl Discovery Wonderworld  Phú Quốc,"Khu Bãi Dài, Xã Gành Dầu, Thành phố Phú Quốc, Kiên Giang",679,0297 3779 888,Có,info-vpds1pq@vinpearl.com,https://www.vinpearl.com/vi/hotels/vinpearl-discovery-wonderworld-phu-quoc,,
Khách sạn nghỉ dưỡng Vinpearl Nha Trang,"Đảo Hòn Tre, Phường Vĩnh Nguyên, Thành phố Nha Trang, Khánh Hòa",485,0258 3598 188,Có,res.VPRTNT@vinpearl.com,https://vinpearl.com/vi/hotels/vinpearl-resort-nha-trang,,0258 3598 199
Khách sạn Vinpearl Discovery Rockside Nha Trang,"Đảo Hòn Tre, Phường Vĩnh Nguyên, Thành phố Nha Trang, Khánh Hòa",1,0258 3598 888,Có,res.VPDS1NT@vinpearl.com,https://vinpearl.com/vi/hotels/vinpearl-discovery-rockside-nha-trang,,
Vinpearl Discovery Sealink Nha Trang,"Đảo Hòn Tre, Phường Vĩnh Nguyên, Thành phố Nha Trang, Khánh Hòa",438,0258 3598 900,Có,res.VPDS2NT@vinpearl.com,https://vinpearl.com/vi/hotels/vinpearl-discovery-sealink-nha-trang,,
Khách sạn nghỉ dưỡng VinOasis Phú Quốc,"Khu Bãi Dài, Xã Gành Dầu, Thành phố Phú Quốc, Kiên Giang",1,0297  3550 550,Có,info.vopq@vinpearl.com,https://www.vinpearl.com/vi/hotels/vinoasis-phu-quoc,,
Khách sạn nghỉ dưỡng Best Western Premier Sonasea Phú Quốc,"Tổ 5, ấp Đường Bào, Xã Dương Tơ, Thành phố Phú Quốc, Kiên Giang",566,0297 6279 999,Có,reservation@bwpremier-sonaseaphuquoc.com,http://bwpremier-sonaseaphuquoc.com/,,0297 6264 339
Khách sạn nghỉ dưỡng Vinpearl & Golf Phú Quốc,"Khu Bãi Dài, Xã Gành Dầu, Thành phố Phú Quốc, Kiên Giang",1,0297 3619 999,Có,info.VPRGPQ@vinpearl.com,https://www.vinpearl.com/vi/hotels/vinpearl-resort-golf-phu-quoc,,
Khách sạn nghỉ dưỡng Vinpearl Resort & Spa Phú Quốc,"Khu Bãi Dài, Xã Gành Dầu, Thành phố Phú Quốc, Kiên Giang",750,0297 3550 550,Có,res.VPRSPQ@vinpearl.com,https://www.vinpearl.com/vi/hotels/vinpearl-resort-spa-phu-quoc,,
Khách sạn Merperle Beach,"88A Trần Phú, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",124,0258 3839 777,Có,rsvn.mbh@merperle.vn,https://www.beachhotel.vn/,,0258 3529 293
Khách sạn Ibis Saigon Airport,"2 Hồng Hà, Phường 02, Quận Tân Bình, Thành phố Hồ Chí Minh",217,028 3848 5556,Có,H9468-RE1@accor.com,https://all.accor.com/hotel/9468/index.en.shtml,,028 3848 5558
Khách sạn nghỉ dưỡng MerPerle Hòn Tằm,"Đảo Hòn Tằm, Phường Vĩnh Hòa, Thành phố Nha Trang, Khánh Hòa",114,0258 3597 777/ 3590 799,Có,rsvn@merperle.vn / rsvn1@merperle.vn,www.hontamresort.vn,1.500.000 - 2.800.000,0258 3597 799
Khách sạn La Vela Sài Gòn,"280 Nam Kỳ Khởi Nghĩa, Phường 08, Quận 3, Thành phố Hồ Chí Minh",280,028 3622 2280,Có,lavelahotel@lavelasaigon.com,http://lavelasaigon.com/,,
Khách sạn Holiday Inn & Suites Saigon Airport,"18E Cộng Hòa, Phường 04, Quận Tân Bình, Thành phố Hồ Chí Minh",350,028 3948 5050/ 7107 7388,Có,sgnsa.info@ihg.com,https://www.ihg.com/holidayinn/hotels/gb/en/ho-chi-minh-city/sgnsa/hoteldetail,,
Khách sạn Quang Minh III,"380 Đào Duy Từ, Phường Thống Nhất, Thành phố Kon Tum, Kon Tum",15,090 515 27 82,Có,,,,
Khách sạn Thành Thu,"557 Phan Đình Phùng, Phường Quang Trung, Thành phố Kon Tum, Kon Tum",10,0260 3701 111,Có,,,,
Nhà nghỉ Nhã Vinh,"QL 24, Xã Đắk Blà, Thành phố Kon Tum, Kon Tum",15,091 403 41 83,Có,,,,
Nhà nghỉ Phong Lan,"335 Urê, tổ 5, Phường Trường Chinh, Thành phố Kon Tum, Kon Tum",7,093 213 60 25,Có,,,,
Khách sạn Magnolia,"06 Lê Lợi, Phường Thanh Bình, Quận Hải Châu, Thành phố Đà Nẵng",95,0236 3849 501,Có,info@magnoliahoteldn.com,http://magnoliahoteldn.com/,,
Khách sạn CN Palace Boutique,"Lô 4,5,6 Phạm Văn Đồng, Phường An Hải Bắc, Quận Sơn Trà, Thành phố Đà Nẵng",80,0236 3953 456,Có,cnpalace@cnpalaceboutiquehotel.com,www.cnpalaceboutiquehotel.com,,0236 3953 456
Khách sạn Tân Phú 1,"01 Nguyễn Tri Phương, Phường Lê Lợi, Thành phố Kon Tum, Kon Tum",15,098 922 28 05,Có,,,,
Khách sạn Balcona,"288 Võ Nguyên Giáp, Phường Mỹ An, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",126,0236 6299 292,Có,info@balconahotel.com,http://balconahotel.com/,,0236 68187 373
