Tên cơ sở,Địa chỉ,Điện thoại,Email,Website,Fax
Hủ tiếu Nam Vang Lan Phát,"Khu 3, Phường Phước Bình, Thị xã Phước Long, Bình Phước",0271 091 989 29 56,,,
Nhà Hàng Ẩm Thực Đông Quảng,"Số 775 Hùng Vương, Phường 1, Thành phố Tuy Hoà, Phú Yên",0257 093 439 79 80,,,
Nhà Hàng Yasaka Hương Sen,"Số 22B Nguyễn Tất Thành, Phường 1, Thành phố Tuy Hoà, Phú Yên",0257 3838 090,,,
Nhà Hàng Hải Sản Phước Nguyệt,"Cầu An Hải, Xã An Ninh Đông, Huyện Tuy An, Phú Yên",0257 0986212310 – 0386186505,lenguyenhuuduc123@gmail.com,https://www.phuocnguyetseafood.com,
Quán Hoa Sữa Trần Phú,"236 Trần Phú, Phường 9, Thành phố Tuy Hoà, Phú Yên",0257 0364 015 894,,,
Quán Tuấn,"Cầu An Hải, Thị trấn Chí Thạnh, Huyện Tuy An, Phú Yên",0257 0904414907 – 0978543025,,https://nhahangtuananhai.com,
Phi Hoa Sữa Hải Sản,"Khu Phố Nghị Trần, Phường 8, Thành phố Tuy Hoà, Phú Yên",0257 0905 488 422,,,
Nhà Hàng Làng Chài – Hải Sản Tươi Ngon Ở Phú Yên,"407 Lê Duẩn, Phường 9, Thành phố Tuy Hoà, Phú Yên",0257 3 797999 hoặc 0916124235,langchaiphudong@gmail.com,http://ivoryhotel.com.vn,
MintYum BBQ,"55 Lương Tấn Thịnh, Phường 7, Thành phố Tuy Hoà, Phú Yên",0257 093 537 3785,,,
Nhà Hàng Hải Sản Canary Tuy Hòa,"Mai Xuân Thưởng, Phường 5, Thành phố Tuy Hoà, Phú Yên",0257 0932 411 377,seafoodgardencanary@gmail.com,https://seafoodgardencanary.com/,
Nhà hàng Chúc Xíu,"5 Độc Lập, Phường 6, Thành phố Tuy Hoà, Phú Yên",0257 0777 596 888‬ - 0399771531,,,
Bún Cá Đất Phú,"169 Lê Thánh Tôn, Phường 1, Thành phố Tuy Hoà, Phú Yên",0257 0979398788,,,
Đại Dương Restaurant,"Lô A12 Đại Lộ Hùng Vương, Phường 1, Thành phố Tuy Hoà, Phú Yên",0257 0772 202 882,,,
Nhà hàng Bò nướng Thiên Hương,"211 Lê Thánh Tôn, Phường 4, Thành phố Tuy Hoà, Phú Yên",0257 3823 796 - 0918161873,,http://phuthienhung.com,
Pallet Restaurant,"Nguyễn Hữu Thọ, Phường 9, Thành phố Tuy Hoà, Phú Yên",0257 096 986 04 28,,,
Nhà hàng sân thượng STAR TÚT,"06 - 08 Duy Tân, Phường 4, Thành phố Tuy Hoà, Phú Yên",0257 090 1971668,,,
Nhà hàng Sala Tuy Hòa Beach,"51 Độc Lập, Phường 7, Thành phố Tuy Hoà, Phú Yên",0257 3 666 996,res@salatuyhoabeach.com,https://salatuyhoabeach.com,
Bánh canh bà Cả,"Số 27 Tản Đà, Phường 1, Thành phố Tuy Hoà, Phú Yên",0257 0165 673 7313,,,
Cơm Niêu Tuy Hòa,"111 Lê Thành Phương, Phường 8, Phường 8, Thành phố Tuy Hoà, Phú Yên",0257 0905 128 170,,http://comnieutuyhoa.com,
Nem nướng Nhật Hoàng,"Số 4 Trần Bình Trọng, Phường 1, Thành phố Tuy Hoà, Phú Yên",0257 376 760 991,,,
Đặc Sản Gà Nướng Năm An,"Quốc Lộ 1A, Khu Phố Phước Lý Sông Cầu, Phường Xuân Phú, Thị xã Sông Cầu, Phú Yên",0257 3 875 428- 0985 327 574,,,
GoGi House Tuy Hòa,"04 Lê Lợi, Phường 1, Thành phố Tuy Hoà, Phú Yên",0257 7300 028,,,
Ding Tea Phú Yên,"31 Lê Quý Đôn, P4, Phường 1, Thành phố Tuy Hoà, Phú Yên",0257 0886 278 278,,https://dingtea.vn,
Cơm gà Tuyết Nhung,"Số 189 Lê Thánh Tôn, Phường 3, Thành phố Tuy Hoà, Phú Yên",0257 772 488 096,,,
Bánh xèo Bo Bo,"303, Lê Duẩn, Phường 7, Thành phố Tuy Hoà, Phú Yên",,,,
Mì cay kitachi,"số 226 Trường Chinh, phường 7, Phú Yên, Phường 1, Thành phố Tuy Hoà, Phú Yên",0257 0868119192,,,
Bún Đậu Kenna Quán,"04 Duy Tân, Phường 4, Thành phố Tuy Hoà, Phú Yên",0257 0819140211 - 0901445227,,,
Quán lẩu dê Chóp Chài,"644 Nguyễn Tất Thành, KP. Phước Hậu 1, Xã Bình Kiến, Thành phố Tuy Hoà, Phú Yên",0257 3847 057,,,
Quán Bồng Bềnh,"Cầu Mới Xuân Bình, Phường Xuân Phú, Thị xã Sông Cầu, Phú Yên",0257 0382 884 839,,,
Lẩu Rau 93,"3 Bùi Hữu Nghĩa, Phường Tân Phú, Thị xã Đồng Xoài, Bình Phước",0271 098 995 51 14,,,
Quán Hải Sản Luỹ Tre Xanh,"999 Đường Trường Chinh, khu phố Phú Cường, Thị xã Đồng Xoài, Bình Phước",0271 3881 666,,,
Quán ăn Sân Vườn Hưng Hồng,"724 Phú Riềng Đỏ, Phường Tân Xuân, Thị xã Đồng Xoài, Bình Phước",0271  0989787873,,,
Hương sen quán,"Đường Bùi Viện, Phường Tiến Thành, Thị xã Đồng Xoài, Bình Phước",0271 09468.539.39,,,
Ăn Ngon Lucky,"117 Hùng Vương, Thị xã Đồng Xoài, Bình Phước",0271 0356272394- 0913109139,,,
Hội quán Hải sản Hoàng Hải,"Tổ 1, Khu phố 2, Phường Tân Đồng, Thị xã Đồng Xoài, Bình Phước",0271 0886. 57.93.93 - 0989. 525. 036,,,
Hải sản Biển Dương,"578 Quốc Lộ 14, Thị xã Đồng Xoài, Bình Phước",0271  0987191929,,,
Sushi Sanh,"44 Võ Mười, Phường Ngô Mây, Thành phố Qui Nhơn, Bình Định",0256 0932 509 726,,,
Sushi Haru,"150 Ỷ Lan, Phường Thị Nại, Thành phố Qui Nhơn, Bình Định",0256 0901 923 468,,,
SHO Japanese Restaurant,"Lô 1A5 Lý Thái Tổ nối dài, Thành phố Qui Nhơn, Bình Định",0256 627 7177,,,
Quốc Bảo Palace - Hội Nghị & Tiệc Cưới,"02 Mai Xuân Thưởng, Thành phố Qui Nhơn, Bình Định",0256 6.28.6666 - 0979999944,,http://www.quocbaopalace.vn,
Quán Ngọc,"Số 1 Quang Trung, Thị xã An Nhơn, Bình Định",0256 0905 391 598,,,
Quán Dê Tươi 68,"Chế Lan Viên, Thị xã An Nhơn, Bình Định",0256 0906 615 620,,,
Ốc Lẫu Nướng,"28 Nguyễn Thiếp, Phường Đập Đá, Thị xã An Nhơn, Bình Định",0256 0396 383 823,,,
Nhà Hàng Trung Phú,"177 Trần Hưng Đạo, Thành phố Qui Nhơn, Bình Định",0256 0984 241 109,,,
Trầu Cau 1 - Nhà Hàng Tiệc Cưới,"58 Mai Xuân Thưởng, Phường Lê Hồng Phong, Thành phố Qui Nhơn, Bình Định",0256 3 821 264,,,
Nhà hàng Thiên Hương,"141  Trần Phú , Phường Bồng Sơn, Huyện Hoài Nhơn, Bình Định",0256 0343 444 059,,,
Nhà Hàng Sao Mai,"Km 1133 Hoài Hảo, Huyện Hoài Nhơn, Bình Định",0256 0914 119 400,,,
Nhà hàng sự kiện tiệc cưới Riverside,"Cầu Hà Thanh 1, Võ Nguyên Giáp, Thành phố Qui Nhơn, Bình Định",0256 22 11 333,contact@riversidequynhon.com,http://riversidequynhon.com,0256 37 91 359
Nhà Hàng Quê Hương,"185 Lê Hồng Phong, Thành phố Qui Nhơn, Bình Định",0256 3829 395,,,
Nhà hàng Tiệc cưới Mường Thanh,"02 Nguyễn Huệ, Phường Lê Lợi, Thành phố Qui Nhơn, Bình Định",0256 3892 666,info@quynhon.muongthanh.vn,,
Nhà hàng Mộc Viên,"02 Võ Nguyên Giáp, Thành phố Qui Nhơn, Bình Định",0256 0979 524 527,,,
Đặc Sản Lâm Hải,"44-46 Lương Thế Vinh, Thị xã An Nhơn, Bình Định",0256 0983 091 009,,,
Nhà hàng Hương Việt,"122 Xuân Diệu, Thành phố Qui Nhơn, Bình Định",0256 0986 579 768,,,
Nhà hàng Hướng Dương,"Đối diện cổng Eo Gió, Xã Nhơn Lý, Thành phố Qui Nhơn, Bình Định",0256 0914 908 133,,,
Trung Tâm Hội Nghị - Tiệc Cưới Hoàng Yến,"5 An Dương Vương, , Phường Nguyễn Văn Cừ, Thành phố Qui Nhơn, Bình Định",0256 3646489,,,
Nhà Hàng Hoa Tân An,"499 Trần Phú, Thị xã An Nhơn, Bình Định",0256 0935 835 899,,,
Nhà hàng Hoa Cau,"Thạnh Xuân, Phường Hoài Hương, Huyện Hoài Nhơn, Bình Định",0256 0902 675 424,,,
Nhà hàng hải sản Hoài Hương,"Lô D2, Lý Thái Tổ, Thành phố Qui Nhơn, Bình Định",0256 0905 468 457,,,
Nhà hàng hải sản Phố Biển FAF Nhơn Hải,"Hải Đông, Xã Nhơn Hải, Thành phố Qui Nhơn, Bình Định",0256 0971 555 536,,,
Eden - Nhà Hàng & Tiệc Cưới,"60 Mai Xuân Thưởng, Phường Lê Hồng Phong, Thành phố Qui Nhơn, Bình Định",0256 6252233- 02566252222,,,
Nhà Hàng Hải Âu - Tiệc Cưới & Hội Nghị,"489 An Dương Vương, Phường Nguyễn Văn Cừ, Thành phố Qui Nhơn, Bình Định",0256 3846377 - 0256 3846926,,,
Nhà hàng Bình Hà,"Lô 16 đường Bình Hà, Bắc Hồ Sinh Thái Đống Đa, Phường Thị Nại, Thành phố Qui Nhơn, Bình Định",0256 0941 290 779,,,
Nhà hàng Bảo Nam,"238 Phan Bội Châu, Phường Trần Hưng Đạo, Thành phố Qui Nhơn, Bình Định",0256 0907 128 129,,,
NamSushi & BBQ Buffet,"334A Diên Hồng, Thành phố Qui Nhơn, Bình Định",0256 3522 979 - 0389 522 979,,,
Hải Sản Tươi Sống Kim Phúc,"Nam Tượng 2, Xã Nhơn Tân, Thị xã An Nhơn, Bình Định",0256 0977 690 245,,,
Grand Palace Quy Nhơn,"Cầu Hà Thanh 2, Phường Đống Đa, Thành phố Qui Nhơn, Bình Định",0256 0899 310 830,,,
King BBQ,"98 Đường Hoàng Văn Thụ, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",0274 653.7676,,https://kingbbq.com.vn,
Yum Cha - Nhà hàng ẩm thực Trung Hoa,"119 Đại Lộ Bình Dương, Phường Phú Thọ, Thành phố Thủ Dầu Một, Bình Dương",0274 0837148148,,,
Pizza Hut,"Big C Bình Dương, 555B Đại Lộ Bình Dương, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,,www.pizzahut.vn,
Ẩm Thực Beer City,"164 Thích Quảng Đức, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,,,
SaSin - Mì Cay 7 Cấp Độ Hàn Quốc,"476 Đại Lộ Bình Dương, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",0274 090 800 69 94,,www.micaysasin.vn,
Bờ Kè Quán - Gà Nướng Cơm Cháy,"162 Bàu Bàng, Khu 1, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",0274 3689 199 - 093 859 7979,,,
Burger Tiện Lợi,"333/3 Hoàng Văn Thụ, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",0274 3881 979,,www.burgertienloi.com,
Lotteria,"555B Đại Lộ Bình Dương, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",0274 3 662 308,,http://www.lotteria.vn,
Nhà hàng tiệc cưới Misol,"1 Phạm Ngũ Lão, Phường Phú Cường, Thành phố Thủ Dầu Một, Bình Dương",0274 390 9239 - 0902 861 239,nhahangmisol@gmail.com,,
Nhà hàng Sesan,"333 - 335 Đại lộ Bình Dương, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",0274 0972 200 500 - 0945 220 270,,http://sesan.com.vn,
Nhà hàng tiệc cưới Sen Hồ Tây,"90 Nguyễn Hữu Cảnh, Phường Phú Thọ, Thành phố Thủ Dầu Một, Bình Dương",0274 0336 046 868,sale.senpalace@gmail.com,http://senhotay.com,
Thời Đại Garden,"53 Lê Thị Trung, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",0274 0973 839 819,thoidaiplace.vn@gmail.com,,
Nhà hàng tiệc cưới The Mira,"555B Đại Lộ Bình Dương, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",0274 367 8888,,https://themirahotel.com.vn,
Becamex Hospitality,"230 Bình Dương Boulervard, Thành phố Thủ Dầu Một, Bình Dương",,,,
Nhà hàng MonAmi,"563 - 567 Đại Lộ Bình Dương, , Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",0274 385 5822 - 0929 888 858,,https://nhahangmonami.com,
Happy Time - Trung tâm hội nghị tiệc cưới,"Nguyễn Đức Thuận, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",0274 355 7777 - 0918 587 939,happytimebinhduong@mail.com,http://happytime.com.vn,
Ẩm Thực Beer Nguyễn,"164 Đường Thích Quãng Đức, Thành phố Thủ Dầu Một, Bình Dương",0274 0934 707 483,,,
Phố Nướng Tokyo Bình Dương,"145 Ngô Gia Tự, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",0274 093 767 0729,,,
Nhà hàng Cu Chì,"66 Hồ Văn Cống, Phường Tương Bình Hiệp, Thành phố Thủ Dầu Một, Bình Dương",0274 3825 701,,,
Làng Ẩm Thực,"343 Đại Lộ Bình Dương, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",0274 3811 418,,,
Hoàng Cung Quán,"45 Trần Bình Trọng, Phường Phú Thọ, Thành phố Thủ Dầu Một, Bình Dương",0274 363 9739,,www.hoangcungquan.com,
Nhà hàng Maison Sens,"61 Trần Hưng Đạo, Quận Hoàn Kiếm, Thành phố Hà Nội",024 944 9735,,,
GRILLE6 Steakhouse,"21 Lê Văn Hưu, Quận Hai Bà Trưng, Thành phố Hà Nội",024 6290 1717,,,
The Valley House,"10 Lê Ngọc Hân, Quận Hai Bà Trưng, Thành phố Hà Nội",024 0933 339 666,,,
COCA Restaurant,"75 Láng Hạ, Phường Thành Công, Quận Ba Đình, Thành phố Hà Nội",024 3960 5555,,,
TUNG dining,"2C Quang Trung, Quận Hoàn Kiếm, Thành phố Hà Nội",024 085 993 3970,,,
Nhà hàng Hương Sen,"52 Miếu Đầm, Quận Nam Từ Liêm, Thành phố Hà Nội",024 0904 988 999,,http://nhahanghuongsen.com.vn,
Pan e Vino,"3 Nguyễn Khắc Cần, Quận Hoàn Kiếm, Thành phố Hà Nội",024 3826 9080,,panevino.vn,
Mapa C's Wine Bar,"124 Hoàng Văn Thái, Quận Thanh Xuân, Thành phố Hà Nội",024 665 08079,,,
Nhà hàng Ngọc Mai Vàng,"Tầng 17 Ruby Plaza Số 44 Lê Ngọc Hân, Quận Hai Bà Trưng, Thành phố Hà Nội",024 096 860 60 86,,http://ngocmai.com.vn/ngoc-mai-vang/,
Yu long - Buffet lẩu nướng,"10, lô 10, ngõ 67 Phùng Khoang, Quận Nam Từ Liêm, Thành phố Hà Nội",024 0363151816,,,
Bủng Buffet - Nướng Nghiền Ngay Lẩu Mê Say,"Số 9, lô 9, Khu Liền Kề Ngõ 67 Phùng Khoang, Quận Nam Từ Liêm, Thành phố Hà Nội",024 1900 1916,,,
Thái Pattaya - BBQ & Hotpot,"6A Láng Hạ, Quận Ba Đình, Thành phố Hà Nội",024 552.3333,,,
Buffet lẩu nướng - Gri & Gri,"B2-R4-17, tầng hầm B2, TTTM Royal city, 72 Nguyễn Trãi, Quận Thanh Xuân, Thành phố Hà Nội",024 6664.4844,,,
HABIT BBQ,"3 Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội",024 096 794 09 96,,http://habitbbq.com.vn/,
K-Pub - Nướng Đường Phố Hàn Quốc,"Gian hàng số 5, đường số 9, Times City, 458 Minh Khai, Quận Hai Bà Trưng, Thành phố Hà Nội",024 73053369,,http://kpub.com.vn/,
Gogi House,"124 Trung Hòa,, Phường Yên Hoà, Quận Cầu Giấy, Thành phố Hà Nội",024 73007393,,https://gogi.com.vn/,
Bò King Beefsteak,"45 Đào Tấn, Quận Ba Đình, Thành phố Hà Nội",024 0985765461,,,
Cube Beefsteak & Drinks,"20, Ngõ 211 Xã Đàn, Phường Nam Đồng, Quận Đống Đa, Thành phố Hà Nội",,,,
Nhà hàng Măm măm Steakhouse,"299 Giảng Võ, Phường Ngọc Khánh, Quận Ba Đình, Thành phố Hà Nội",024 3512 3951,,http://www.mammamsteak.com/,
BêTô Bistro&Tealounge,"1B Hai Bà Trưng, Quận Hoàn Kiếm, Thành phố Hà Nội",024 0914646644,,,
My Way Steakhouse,"24T2 Hoàng Đạo Thúy, Quận Cầu Giấy, Thành phố Hà Nội",024 093 796 1080,,http://myway.com.vn/,
Au Délice,"2B Ngô Thì Nhậm, Quận Hoàn Kiếm, Thành phố Hà Nội",024 094 6609889,,,
Botanica,"3 Thái Phiên, Quận Hai Bà Trưng, Thành phố Hà Nội",024 3992 2326,,https://botanicavietnam.com/,
Moo Beefsteak,"59A Trần Quốc Toản, Quận Hoàn Kiếm, Thành phố Hà Nội",024 1900 632323,,http://moobeefsteak.com.vn/,
Moon BBQ,"32 ngõ 92 Nguyễn Khánh Toàn,, Quận Cầu Giấy, Thành phố Hà Nội",,,,
Nhà hàng Salmonoid,"32C Cao Bá Quát, Quận Ba Đình, Thành phố Hà Nội",,,,
Nhà hàng Jade Moon,"5 Lê Duẩn, Quận Ba Đình, Thành phố Hà Nội",,,,
Nhà hàng Sứ Bia,"23 Nguyễn Đình Chiểu, Quận Hai Bà Trưng, Thành phố Hà Nội",,,,
6 Degrees,"189 Nghi Tàm, Quận Tây Hồ, Thành phố Hà Nội",,,,
Tivoli Restaurant,"76 Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội",,,,
La Terrasse,"15 Ngô Quyền, Quận Hoàn Kiếm, Thành phố Hà Nội",,,,
Panorama Restaurant,"Tầng 11, Authentic Hotel, 13 Lý Thái Tổ, Quận Hoàn Kiếm, Thành phố Hà Nội",,,,
Skyline Hanoi,"38 Gia Ngư, Quận Hoàn Kiếm, Thành phố Hà Nội",,,,
Nhà hàng Tân Sake,"Cầu Bà Cô, Phường Tương Bình Hiệp, Thành phố Thủ Dầu Một, Bình Dương",0274 730 1485,,http://tansake.com,
Nhà hàng Hương Việt,"134/38 đường 30/4, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",0274 0913 931 638,,,
Vạn Lộc Phát Palace,"68-68A/12 (số cũ 20/12), Quốc lộ 13, KP Trung, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",0274 379 75 76,info@palacevanlocphat.com,https://vanlocphatpalace.com,
Trung tâm hội nghị tiệc cưới MiMi Palace Bình Dương,"58A Nguyễn Văn Tiết, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",0274 094 436 66 39,sales@mimipalacebinhduong.com,www.mimipalace.com.vn/,
Trung tâm tiệc cưới và hội nghị Dương Gia Palace,"18 Quốc Lộ 13, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",0274 0944 366 991,sales@duonggiapalace.com,www.duonggiapalace.com,
Trung tâm sự kiện cưới Blue,"513A, Nguyễn Chí Thanh, Phường Tương Bình Hiệp, Thành phố Thủ Dầu Một, Bình Dương",0274 091 352 41 24,,,
Mì Nhật Saisai Ramen,"91 Nguyễn Thái Học, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh",028 0903909917,,,
Lồng Quán,"49 Phó Đức Chính, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh",028 090 979 77 51,,,
Anna Bak Kut Teh,"100 Phạm Viết Chánh, Quận 1, Thành phố Hồ Chí Minh",028 090 141 48 47,,,
Tiamo Phú Thịnh,"Đường số 2, Đường số 2, Phường Phú Thọ, Thành phố Thủ Dầu Một, Bình Dương",0274 091 279 78 39,,,
Trung tâm tiệc cưới Thanh Bình - KSB,"380 Đường ĐT 748, Ấp Bến Liễu, Xã Phú An, Thị xã Bến Cát, Bình Dương",0274 06503 580 181,info@nhahangthanhbinh.com,http://nhahangthanhbinh.com,
Nhà hàng tiệc cưới Phương Nam,"15/12 Khu phố Trung, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",0274 3785 777,info@phuongnamresort.com,http://phuongnamresort.com,0274 3757 348
Nhà hàng Rosa Palace,"12A/2 - 13A/2 Đường DT 743, Phường An Phú, Thành phố Thuận An, Bình Dương",0274 3777 899 - 033.694.2155,rosapalace2012@gmail.com,www.Rosapalace.vn,
Nhà hàng ẩm thực Nắng Biển,"605B5 Nguyễn Thị Định, Phường Phú Khương, Thành phố Bến Tre, Bến Tre",0275 3813 888,nhahangnangbien@gmail.com,http://amthucnangbien.com,
Nhà hàng Song Toàn,"Nguyễn Văn Tư, Phường 7, Thành phố Bến Tre, Bến Tre",,,,
Shine BBQ & Hotpot,"27/3 Lộ Số 4, Phường 4, Thành phố Bến Tre, Bến Tre",0275 093 999 67 38,,,
Làng nướng Duy Phương,"An Hiệp, Huyện Châu Thành, Bến Tre",0275 01687608644,,,
Nhà hàng Zô Sài Gòn,"179D Hai Bà Trưng, Phường 03, Quận 3, Thành phố Hồ Chí Minh",028 6287 4079,zosaigon179d@gmail.com,www.zosaigon.com,
Yume Sushi,"81 Hồ Hảo Hớn, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh",028 0966 077 168,,,
Nhà hàng Hùng Vương,"Số 148 Hùng Vương, Phường Phú Khương, Thành phố Bến Tre, Bến Tre",0275 3822408 – 3826134,,,
Yu Shang Lou,"975 Trần Hưng Đạo , Phường 05, Quận 5, Thành phố Hồ Chí Minh",028 7308 7272,,,
Yu Chu - Chinese Restaurant,"Tầng 1, Khách sạn InterContinental Asiana Saigon, góc Hai Bà Trưng và Lê Duẩn, Thành phố Hồ Chí Minh",028 3520 9999,dine@icsaigon.com,http://www.icsaigon.com/yuchu,
YEN Sushi & Sake Pub,"YEN Sushi & Sake Pub - 8 Ngô Đức Kế, Quận 1, Thành phố Hồ Chí Minh",028 091.999.84.88,,,
Nhà hàng Đồng Khởi 2,"210B Đại Lộ Đồng Khởi, Thành phố Bến Tre, Bến Tre",0275 3511 855,,,
Nhà hàng Mai Vàng,"Ấp Mỹ An C, Xã Mỹ Thạnh An, Thành phố Bến Tre, Bến Tre",0275 3817337,,,
Yau Hau Fook Restaurant,"963 - 967 Trần Hưng Đạo, Phường 05, Quận 5, Thành phố Hồ Chí Minh",028 3923 2663,baoz.vn@gmail.com,https://baoz.vn,
Nhà hàng Bến Dừa,"Quốc Lộ 60, Xã Sơn Đông, Thành phố Bến Tre, Bến Tre",0275 093 899 97 87,,https://quedua.vn,
Xiên Khè quán,"01 Nam Quốc Cang, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh",028 19000001,,,
Xẻng - Mồi & Bia,"22-24 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh",028 0908 771 500,,,
Nhà hàng hải sản Ngọc Hiệp,"Lê Hoàng Chiếu, Thị trấn Bình Đại, Huyện Bình Đại, Bến Tre",0275 3851 366,,,
